horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
5.04,0.21,230,40.49,5,1,0,3,4,23.18
7.52,4.2,250,67.11,11,3,0,2,0,21.55
9.38,6.19,159,49.71,4,1,0,3,0,36.26
4.89,2.25,184,39.29,11,1,0,0,0,51.26
2.2,9.78,311,95.73,8,0,2,2,3,56.1
2.82,4.46,323,71.1,10,3,2,0,2,37.68
2.0,9.7,215,42.97,7,3,2,1,3,49.55
13.04,2.62,282,70.89,2,0,0,4,2,18.51
3.28,1.05,69,19.6,14,2,2,1,3,56.03
5.62,1.73,205,23.19,0,3,0,3,0,19.44
2.2,5.44,338,16.62,8,3,0,3,1,5.31
6.42,5.79,279,30.89,8,1,2,2,4,64.78
2.48,5.35,90,24.97,11,2,2,4,1,36.1
0.74,7.41,338,76.78,12,4,1,1,0,49.6
10.95,4.21,332,8.73,1,4,1,4,1,49.65
11.57,8.87,169,54.48,7,1,0,3,4,64.16
1.78,0.91,214,32.73,10,4,2,4,0,0.04
6.49,9.96,98,13.01,6,3,1,3,3,54.21
1.76,9.85,154,19.0,5,3,0,3,4,47.34
8.93,6.83,162,38.75,6,1,0,4,0,30.93
7.4,3.34,268,59.42,0,2,2,3,4,57.7
7.44,8.65,263,78.7,14,1,1,1,4,30.27
5.7,7.95,43,35.25,12,1,1,2,0,30.7
12.16,1.08,87,48.36,2,3,0,3,2,40.45
5.74,5.66,139,95.96,14,0,2,4,3,49.11
1.15,0.97,342,27.13,5,2,1,1,4,61.73
12.58,2.53,243,56.05,14,3,2,1,0,16.94
3.53,5.68,65,38.47,8,2,2,2,4,26.98
8.52,2.89,273,74.16,7,4,2,1,2,26.91
8.99,4.53,290,76.26,7,4,0,4,0,7.06
11.78,8.31,119,18.5,7,0,1,4,4,14.13
6.74,4.95,286,93.24,10,3,0,0,0,51.65
9.5,1.55,221,39.5,1,4,1,0,2,69.37
6.68,5.16,319,86.92,11,3,1,4,3,62.84
8.11,1.28,320,22.72,12,4,1,2,2,31.86
9.88,9.61,218,4.6,3,4,2,1,3,27.06
6.15,1.37,142,57.94,3,4,0,3,1,40.48
7.17,3.74,213,45.61,2,0,1,4,3,43.32
5.31,6.77,39,70.16,14,1,1,1,2,69.37
3.82,9.48,101,68.21,10,2,1,3,2,20.62
12.94,1.0,282,54.16,9,4,1,4,2,1.35
6.28,2.5,230,0.42,10,1,1,2,1,67.77
0.8,1.78,178,70.47,5,1,1,0,1,49.03
0.71,5.97,160,44.46,8,1,2,0,1,3.89
11.36,9.78,332,5.39,7,1,1,3,3,8.97
3.89,8.04,60,92.41,11,2,2,2,1,27.68
11.25,8.71,262,34.65,13,4,0,1,0,50.06
6.38,1.32,281,66.97,13,3,1,2,4,60.95
11.69,9.7,310,79.55,14,0,1,0,0,16.79
2.1,6.29,119,13.59,6,3,1,4,2,36.6
3.95,5.24,172,92.48,8,1,1,1,3,35.17
13.06,3.21,194,51.14,7,1,1,4,4,17.2
9.42,9.91,205,65.1,14,4,1,2,1,54.73
10.89,8.81,156,39.3,0,1,1,2,4,50.85
13.0,4.64,106,11.77,9,4,0,1,3,59.2
1.5,3.18,46,26.43,9,1,0,4,4,61.8
6.44,2.91,342,17.65,1,0,2,1,0,6.37
5.01,2.29,109,26.25,5,3,1,1,4,21.67
1.04,7.03,282,74.19,8,3,0,0,0,40.32
11.57,7.71,222,28.96,5,2,1,3,4,24.62
6.96,2.91,49,7.87,6,0,1,1,4,66.31
8.76,4.23,75,86.22,7,2,2,3,4,48.22
7.25,4.2,115,7.2,14,1,2,1,1,13.48
4.27,9.46,337,29.4,5,1,2,3,4,4.01
4.98,7.07,342,10.87,1,4,1,2,2,21.35
11.66,0.52,145,42.45,10,3,0,0,0,13.4
4.4,7.7,224,14.47,10,4,2,3,0,11.62
11.62,2.87,86,32.7,10,0,0,4,0,53.71
4.04,8.61,203,31.34,14,2,0,0,0,25.07
7.09,8.95,97,64.69,9,1,0,3,4,25.82
8.46,1.69,294,30.99,4,2,2,2,0,40.32
12.09,3.29,49,79.14,12,1,2,2,4,55.55
7.52,9.69,237,52.06,10,1,0,3,4,21.83
6.66,6.69,124,56.65,5,0,1,4,3,34.22
1.98,1.71,146,33.65,11,4,2,3,4,20.89
11.27,0.25,234,16.06,1,1,1,2,0,51.76
9.12,5.47,305,1.56,10,4,2,0,3,56.37
9.61,7.2,11,0.7,13,3,1,3,1,24.59
2.35,3.3,146,41.03,7,4,0,3,1,45.82
11.11,5.55,206,99.57,7,1,2,2,4,69.08
11.46,3.27,274,64.51,8,4,2,1,4,54.08
7.25,4.04,272,76.28,4,3,0,1,3,24.44
13.11,3.62,17,47.72,11,3,1,0,3,12.87
2.46,0.75,7,20.29,14,3,1,0,4,34.64
2.43,4.86,56,64.68,6,0,0,3,0,56.78
6.44,5.92,199,3.31,9,3,2,2,2,46.2
12.44,9.55,317,3.91,11,1,0,4,4,0.84
1.68,5.68,257,53.24,9,4,1,3,0,58.89
0.84,6.17,92,52.93,11,3,2,3,2,16.38
4.88,8.94,324,80.7,1,1,0,3,2,52.47
11.53,4.99,289,68.43,1,1,0,0,1,37.62
13.5,6.25,171,79.5,10,0,2,0,2,59.3
4.5,2.74,109,80.4,0,0,0,0,0,63.79
10.54,1.6,34,34.44,14,4,0,4,1,7.96
5.89,8.47,212,46.64,6,3,0,0,4,41.99
3.47,1.11,124,20.28,14,0,0,0,2,26.22
2.52,0.54,120,77.09,13,2,1,1,1,30.3
13.3,1.69,97,26.15,10,0,1,2,4,37.98
9.62,2.64,36,84.05,5,3,0,4,1,42.0
7.04,6.73,135,35.93,6,4,0,4,3,54.6
7.01,2.31,129,50.04,13,0,0,3,1,8.64
10.16,4.7,255,32.86,8,4,2,2,3,41.04
9.54,0.5,129,52.83,7,0,0,0,2,30.0
7.63,8.05,281,67.67,0,2,0,4,1,47.5
0.96,5.61,313,57.17,1,4,2,1,4,32.01
2.74,2.71,327,91.76,3,2,2,3,4,62.57
12.89,5.07,22,35.68,13,3,2,1,2,40.7
4.55,5.87,347,6.38,2,3,2,2,0,36.79
2.73,1.58,297,12.07,1,0,2,2,1,34.63
2.48,3.08,55,77.7,10,2,2,4,2,1.38
9.62,3.77,254,59.58,4,1,1,4,4,57.81
4.05,9.62,323,11.27,10,1,1,1,1,23.22
10.61,6.6,23,75.04,7,0,0,4,2,27.83
2.46,3.27,94,17.07,4,3,2,1,1,30.07
11.28,0.07,134,5.51,3,4,2,3,1,30.91
3.32,7.06,73,92.49,11,2,2,2,1,2.62
7.78,2.36,319,7.3,2,4,1,3,4,27.68
5.24,9.87,217,10.73,12,0,0,1,3,8.11
12.49,1.32,117,36.75,8,2,2,0,1,28.64
6.19,6.48,334,11.28,11,2,2,1,0,36.48
8.42,4.41,304,28.92,3,2,0,3,4,50.25
9.66,6.3,247,2.34,14,0,0,1,3,18.99
7.5,2.56,129,54.49,7,4,2,2,3,43.7
3.98,5.08,329,37.76,11,4,2,3,1,4.45
7.69,0.62,99,3.63,4,2,2,2,1,36.02
10.2,4.31,115,22.26,3,0,0,4,1,14.11
1.96,3.13,134,0.23,9,4,0,2,4,42.26
13.44,9.93,214,13.54,8,0,0,0,0,30.72
12.6,2.79,318,58.41,14,1,2,1,4,55.35
8.23,2.4,115,74.9,11,1,0,4,2,6.54
12.59,9.27,271,11.24,6,1,2,3,4,40.19
4.26,2.25,182,22.45,9,2,1,0,3,42.82
7.6,2.4,66,56.92,3,0,1,1,3,67.38
12.62,8.84,8,33.53,9,1,2,4,2,49.48
10.08,2.99,253,89.4,8,2,0,1,0,52.11
12.53,5.85,333,58.83,1,1,0,0,0,28.7
6.6,3.16,89,32.94,4,4,1,3,0,53.92
4.0,7.35,176,20.36,10,0,2,0,4,38.45
12.48,8.56,59,62.68,3,2,1,4,0,24.64
12.62,3.99,276,72.36,4,3,1,1,3,4.16
0.86,1.49,32,36.63,7,4,0,0,2,45.8
7.18,6.95,224,90.59,3,0,0,3,3,12.0
10.68,9.49,157,78.16,11,4,1,4,4,22.42
4.57,3.1,7,40.01,5,3,0,3,4,13.9
3.43,4.37,100,17.06,3,1,2,4,0,65.58
8.76,6.26,157,94.09,0,0,2,2,1,7.08
8.17,2.63,158,57.17,4,2,1,3,2,66.77
5.09,7.99,184,44.43,0,3,0,4,1,55.25
10.42,6.23,272,49.7,13,0,0,1,2,25.47
1.12,6.94,275,9.56,11,0,2,3,0,34.87
2.74,1.92,82,93.28,13,3,0,2,1,9.79
1.14,8.81,148,10.82,7,0,2,3,4,48.94
7.97,2.47,193,31.46,3,1,1,0,3,36.8
9.15,9.1,282,4.76,9,1,0,1,1,16.29
2.85,2.21,15,88.55,1,3,0,2,3,39.35
10.28,8.74,46,45.33,5,0,0,2,0,29.27
7.57,5.59,323,95.59,9,4,0,0,4,36.46
11.73,0.61,85,21.71,7,3,0,2,2,48.63
0.51,4.06,333,49.85,8,0,0,3,3,26.0
8.05,8.6,208,29.61,9,2,1,0,2,38.16
7.73,5.97,129,16.75,13,0,2,3,1,42.91
13.12,9.46,305,86.1,7,4,2,1,0,28.95
9.55,3.62,302,91.99,5,2,1,0,1,48.53
10.29,2.23,186,24.03,8,1,2,2,1,39.43
13.29,0.55,205,26.96,14,1,0,2,1,30.94
0.56,0.01,103,57.53,5,0,2,1,4,31.74
10.0,5.61,176,1.29,0,0,0,0,1,55.38
3.48,3.8,90,76.42,0,4,0,0,3,50.44
9.4,7.03,114,26.15,11,2,2,3,1,50.83
11.29,8.14,191,78.29,8,4,0,3,0,1.42
12.55,4.89,240,78.14,5,0,2,1,3,13.82
8.61,5.57,249,57.67,7,2,2,4,4,42.72
2.8,8.32,129,8.07,9,4,0,0,2,19.66
4.12,3.81,146,20.06,12,2,1,4,4,20.08
1.01,5.97,276,83.01,5,1,0,2,3,27.81
2.85,9.7,66,31.56,13,0,0,2,2,27.55
11.55,4.31,101,15.3,6,2,1,1,0,60.21
11.52,5.27,323,18.15,14,1,2,0,2,26.92
11.94,6.8,311,69.84,7,0,1,4,3,7.61
4.27,7.19,189,32.98,14,0,0,1,2,62.38
2.51,5.25,227,4.81,1,4,2,2,2,23.81
8.0,3.11,147,64.1,1,2,2,2,2,28.24
5.82,8.09,173,37.0,11,2,1,2,1,63.33
2.22,6.02,288,79.1,13,3,0,3,1,3.85
1.54,8.15,240,74.43,3,4,0,4,3,24.58
11.42,9.78,51,84.6,9,1,0,1,2,35.71
9.38,0.12,220,20.53,12,2,1,3,4,48.81
7.83,3.93,30,19.65,2,2,0,0,4,48.64
8.75,9.96,254,20.56,9,1,1,4,0,33.34
1.42,5.91,346,56.53,11,1,1,2,3,43.09
2.76,0.36,160,2.18,4,1,2,0,4,34.48
5.23,4.47,286,35.47,7,3,0,2,1,1.19
12.49,1.76,229,33.97,9,3,2,3,0,30.05
8.28,0.37,135,45.82,7,4,2,3,4,20.98
6.99,2.2,255,65.18,13,4,1,2,1,7.25
7.43,0.62,186,86.8,13,2,0,0,2,43.67
4.11,5.62,303,28.31,7,4,1,4,4,25.01
10.09,0.93,321,28.27,4,0,0,2,2,44.32
10.44,1.76,90,1.46,0,4,0,3,0,2.47
12.04,2.61,60,21.88,14,3,2,0,4,30.94
4.42,4.7,124,25.93,11,1,2,4,2,27.17
11.49,6.67,337,54.36,3,2,1,1,0,58.77
3.51,5.46,260,71.07,0,1,0,4,4,18.82
7.74,1.58,143,32.28,1,0,0,3,3,20.14
3.33,7.57,295,95.25,2,2,1,4,3,32.49
5.54,5.22,128,33.72,14,4,2,0,3,29.39
3.61,9.0,88,81.56,5,1,1,4,2,69.49
12.48,3.04,280,29.48,1,2,0,1,3,24.44
2.24,3.17,265,51.19,11,4,2,1,0,63.81
7.55,4.26,178,99.72,8,3,2,3,1,11.04
8.7,3.45,152,63.85,8,3,2,1,0,1.85
1.38,0.23,106,60.69,8,4,1,4,3,3.06
2.4,4.16,118,31.09,8,1,1,2,2,40.17
8.22,1.7,253,89.18,5,0,0,2,4,37.39
1.49,4.97,155,95.48,11,0,1,0,4,45.02
4.49,8.52,315,41.81,13,4,2,0,0,60.29
5.49,0.61,15,37.89,3,2,1,4,4,58.71
10.05,9.85,219,99.24,12,0,2,4,4,63.16
5.64,1.66,212,4.91,2,2,1,3,1,36.5
8.2,1.91,157,97.78,12,3,1,3,0,36.05
11.32,9.83,273,78.27,12,1,1,4,3,40.2
8.44,4.33,325,49.17,11,4,1,0,2,22.67
5.19,6.33,154,85.37,9,1,2,1,4,50.55
13.47,9.96,274,13.04,13,1,1,2,0,38.65
10.83,5.72,167,13.63,13,1,2,3,3,45.08
2.04,9.54,289,60.63,2,1,1,1,2,12.52
11.78,0.31,267,28.05,2,1,1,2,0,22.15
3.13,3.17,337,92.2,4,3,0,1,3,66.51
1.47,3.65,309,27.46,13,0,0,2,2,10.25
9.6,7.3,342,39.67,14,4,2,4,0,44.77
1.76,4.39,68,66.36,13,4,0,0,3,51.05
7.52,9.6,26,77.53,2,3,1,0,3,24.15
3.78,7.2,243,79.99,0,1,1,3,1,17.69
1.28,9.86,16,57.31,10,2,2,3,3,1.6
12.01,3.04,10,18.72,14,1,2,2,0,40.31
7.65,5.11,41,99.36,4,4,1,2,4,60.05
10.02,8.17,72,31.11,1,1,1,2,0,55.12
8.03,3.78,79,41.23,10,2,2,4,4,63.55
7.52,6.22,247,10.51,0,4,1,3,1,29.94
7.79,6.31,101,6.09,11,0,1,1,2,20.25
13.06,1.62,137,78.94,3,4,0,3,1,27.42
2.9,4.09,30,17.89,1,0,2,2,4,69.3
8.48,2.0,338,12.87,11,2,2,3,2,30.9
12.93,8.86,32,34.24,6,0,0,4,4,41.1
9.51,7.68,295,24.15,6,4,1,1,0,49.88
5.33,9.54,321,12.28,5,4,0,2,2,68.61
4.56,3.37,222,88.16,9,3,0,2,1,17.73
12.72,2.9,187,87.65,14,3,0,3,4,21.38
7.79,4.85,48,36.84,7,0,1,1,2,4.48
1.89,9.26,109,38.88,9,3,1,2,3,39.94
9.89,8.69,159,27.61,10,3,0,0,3,62.3
10.63,1.72,218,81.05,9,3,1,3,2,31.33
11.34,6.91,255,18.29,11,1,2,4,2,57.7
3.84,6.53,103,3.12,4,2,0,3,1,31.76
12.48,9.15,158,10.58,2,1,1,3,4,22.28
6.65,8.95,273,34.25,7,4,1,0,4,5.34
9.29,9.57,69,35.33,5,1,2,4,2,28.98
7.87,6.71,219,27.88,7,2,2,2,0,68.56
5.28,0.21,259,25.07,7,1,1,0,4,5.81
8.66,6.79,252,66.39,8,0,2,0,2,6.23
10.34,6.77,95,61.6,13,0,1,0,0,40.6
0.76,2.72,317,71.3,4,1,1,3,2,28.06
3.02,4.93,227,76.86,6,0,1,2,2,57.67
9.37,0.71,24,70.44,0,4,0,2,4,26.17
1.53,7.56,323,38.09,11,0,2,4,2,62.93
13.46,4.42,7,38.16,13,4,1,2,0,53.19
4.59,6.14,135,84.25,8,1,0,3,2,67.35
10.85,0.87,7,48.56,9,2,1,2,0,62.17
9.28,6.33,274,33.67,1,4,0,2,4,16.98
11.95,6.46,47,62.2,13,2,2,4,1,46.63
5.94,4.29,20,50.28,10,1,1,1,4,10.58
11.84,6.6,180,11.04,8,2,1,4,2,59.14
9.34,2.0,321,78.92,11,3,1,4,2,34.33
1.15,1.72,303,12.66,7,4,2,4,1,29.34
6.77,9.01,183,9.03,2,4,2,2,1,57.9
12.29,1.43,200,60.59,11,0,1,0,1,12.73
9.4,5.69,206,20.68,9,1,1,1,0,33.74
8.48,4.8,118,8.05,13,2,0,0,1,62.87
3.82,4.63,232,73.46,5,3,2,0,2,56.53
10.27,6.06,294,85.25,12,0,2,0,4,68.67
12.89,9.11,19,63.69,10,0,2,3,2,55.73
2.8,2.56,103,87.01,13,3,1,4,0,45.99
3.9,7.64,108,97.59,14,1,0,1,0,35.85
7.43,4.79,209,8.69,7,0,0,2,3,18.13
2.58,5.88,149,39.65,3,4,0,2,2,45.57
12.01,4.79,59,51.11,9,0,2,2,3,0.83
5.05,1.94,145,73.29,8,2,1,2,2,14.95
9.06,2.96,52,27.06,0,0,0,0,4,67.8
8.01,9.13,230,22.54,2,4,1,4,1,68.82
11.05,5.14,78,34.63,12,1,2,2,3,4.47
9.67,4.14,211,59.94,11,1,1,3,2,52.77
8.56,4.33,191,62.46,13,3,2,4,1,12.33
5.1,2.2,98,65.09,2,2,1,4,0,15.68
13.34,8.21,95,82.81,11,4,2,4,2,29.89
8.55,0.71,327,62.31,12,4,2,3,2,30.0
6.49,0.78,22,1.0,9,3,0,1,4,44.33
2.55,9.76,121,56.96,0,4,2,1,2,0.32
9.36,4.81,315,68.91,7,4,1,2,4,51.95
5.66,4.09,31,17.32,14,3,1,4,0,40.36
1.99,5.72,260,34.32,0,3,2,2,0,57.97
1.4,3.45,177,77.52,3,4,1,3,3,10.68
7.92,1.98,246,11.42,0,1,2,1,4,31.24
2.83,0.7,82,80.87,7,0,1,2,4,42.41
2.13,3.67,57,10.08,6,4,0,1,0,3.2
3.55,8.19,69,30.44,12,4,0,4,0,51.9
7.27,9.13,68,77.76,11,4,1,3,1,11.24
8.88,6.71,202,75.49,13,2,2,3,2,51.06
7.66,7.89,289,13.13,4,0,0,4,1,34.69
3.26,6.31,282,17.36,1,3,2,4,4,51.39
10.83,2.91,29,5.6,13,1,2,0,1,21.21
9.11,1.43,137,54.85,7,3,1,3,2,64.84
10.67,3.36,18,52.99,9,4,0,2,1,50.45
2.91,8.44,13,68.66,2,1,2,1,4,28.65
6.31,0.33,184,18.43,12,0,1,0,4,9.29
9.51,0.56,277,67.54,4,0,1,0,1,4.21
3.88,0.72,86,60.22,1,2,1,4,3,6.08
8.09,6.64,298,40.12,14,1,0,0,2,64.31
4.55,0.11,13,57.55,14,3,2,1,1,3.68
11.91,5.1,156,40.4,9,0,2,2,4,1.97
7.7,3.17,102,70.5,14,0,2,0,2,46.77
6.02,4.33,114,59.5,5,4,0,4,4,62.9
5.84,3.41,11,63.26,10,0,2,2,1,48.93
11.81,9.3,225,12.11,12,0,2,4,0,29.29
9.18,0.51,347,13.8,14,2,2,4,2,57.67
8.35,9.55,343,24.6,10,2,2,4,3,53.51
5.12,4.03,260,86.93,10,3,1,3,3,9.4
10.02,0.84,183,5.13,10,4,0,3,4,8.08
4.18,9.1,261,5.04,14,3,0,0,0,25.29
12.91,2.95,77,92.74,7,2,2,2,3,60.12
10.23,0.83,347,54.8,12,2,2,0,3,53.04
1.76,6.78,208,17.45,4,0,2,4,1,55.37
10.83,3.32,131,43.38,5,4,0,0,4,39.49
6.51,8.1,313,33.51,1,3,2,3,2,7.75
4.15,7.56,246,37.85,11,0,2,0,0,65.31
9.76,8.62,272,2.87,6,2,2,2,2,59.29
1.53,1.11,256,49.44,3,2,1,2,3,19.78
1.53,0.79,7,4.86,11,2,1,2,1,0.19
6.66,8.02,188,39.0,10,0,1,1,3,1.38
5.01,1.05,218,21.4,7,0,2,4,3,61.29
3.97,4.42,16,81.3,12,3,1,2,1,50.94
2.57,5.68,28,13.87,7,2,1,3,4,2.69
9.74,2.17,204,52.66,8,2,1,2,2,15.87
1.04,9.45,92,60.78,0,1,0,2,4,51.09
11.85,9.68,221,14.26,9,1,1,4,2,6.11
8.86,3.86,102,71.0,1,4,2,4,4,32.68
1.64,7.79,315,2.54,7,1,2,0,3,59.59
10.57,5.45,206,26.67,2,1,0,4,0,52.48
3.28,1.92,45,56.9,10,2,1,4,4,40.95
8.65,4.67,237,57.51,12,2,2,3,2,46.97
0.67,9.86,326,53.72,14,1,2,3,4,16.63
13.03,0.85,324,41.09,7,3,0,0,3,22.5
6.95,1.16,50,83.36,8,1,1,4,0,13.32
12.43,3.43,53,65.09,11,2,0,2,3,54.69
12.16,6.75,272,88.4,0,0,2,0,3,50.26
3.38,5.3,239,93.25,5,3,0,3,4,39.38
11.88,5.95,312,57.54,13,2,1,1,0,54.62
1.55,3.25,11,1.91,6,4,2,2,0,64.18
1.96,4.55,102,87.69,7,1,1,2,1,17.67
10.11,1.5,188,36.46,7,2,2,0,2,50.82
6.58,4.33,254,98.08,13,3,0,2,4,17.94
11.81,0.73,175,0.25,0,0,1,4,3,23.19
3.68,3.52,143,0.12,1,3,0,4,1,22.38
11.58,1.84,59,47.79,3,0,0,2,3,23.55
4.2,5.9,196,92.18,5,0,0,0,3,41.46
4.08,7.58,260,97.44,6,3,0,1,2,2.32
12.73,6.3,214,19.36,8,2,0,1,2,42.31
7.01,3.19,251,99.08,5,3,1,1,3,20.68
10.35,8.4,279,70.34,13,2,2,1,2,47.11
12.87,2.34,110,95.56,2,0,0,2,0,57.41
1.85,8.36,274,24.3,13,0,0,1,4,46.96
2.13,5.1,123,10.7,4,4,1,4,2,58.97
1.76,7.57,121,49.38,0,1,0,3,3,46.76
7.01,8.68,130,59.34,6,1,0,4,1,14.3
11.36,7.92,200,24.96,7,0,2,0,0,9.24
0.53,0.03,209,78.36,3,2,0,0,1,52.67
7.38,2.05,253,72.73,10,1,0,3,0,60.93
11.86,4.62,281,87.55,5,0,2,0,3,0.84
7.37,3.25,221,88.69,2,3,1,0,0,32.04
8.66,2.12,348,67.6,0,2,2,2,2,62.56
12.82,1.72,47,2.56,11,3,0,4,0,49.31
11.79,8.76,31,67.26,5,3,0,4,1,21.88
8.86,7.83,193,71.23,3,3,2,2,0,11.98
10.16,8.23,183,76.16,1,1,0,4,2,52.38
5.44,3.7,241,0.64,11,0,0,0,4,31.92
6.53,1.59,55,14.38,0,3,0,2,2,51.36
1.64,7.5,314,70.25,3,3,1,3,1,15.61
10.45,9.18,89,89.16,12,0,1,1,1,10.01
4.03,7.06,72,56.27,6,3,1,1,1,68.35
11.57,5.26,286,28.67,3,3,0,3,0,53.66
5.63,1.7,181,57.35,10,4,0,4,1,66.84
11.83,6.17,61,34.88,5,1,2,0,1,8.84
9.07,7.64,183,61.18,8,0,1,0,0,3.78
3.17,1.87,309,56.92,8,4,0,0,3,7.48
9.7,8.91,259,20.91,8,2,0,4,2,57.63
2.95,4.16,313,87.43,1,3,0,3,3,27.05
2.2,7.74,111,66.51,1,0,0,2,0,22.42
4.31,8.77,90,79.82,9,4,2,4,3,58.85
6.36,0.23,140,51.71,14,1,0,0,4,34.07
2.44,7.65,263,95.56,2,3,2,1,2,2.51
5.6,5.82,192,66.92,7,2,2,4,0,58.92
9.99,7.88,35,91.1,2,2,1,0,0,58.82
4.53,6.03,293,42.51,13,0,0,0,4,15.78
12.14,9.45,321,9.27,4,0,2,0,1,45.77
13.28,6.94,247,4.32,0,0,0,4,4,51.47
10.62,4.31,262,50.33,14,1,1,4,0,6.3
2.92,5.91,323,75.75,9,3,1,2,0,25.79
0.99,1.98,78,93.8,4,0,1,4,2,13.24
1.45,3.63,192,99.41,12,0,2,4,2,43.59
2.15,8.05,334,64.35,11,3,0,4,4,5.6
2.0,7.04,143,11.19,13,3,2,2,4,22.8
4.97,9.44,31,49.39,14,4,1,0,3,8.76
6.18,3.39,257,46.33,9,2,1,2,3,14.09
2.72,4.4,45,50.29,11,4,1,1,4,50.37
3.74,1.33,283,55.85,10,2,0,1,1,41.86
3.49,6.51,268,66.18,2,0,1,3,3,52.24
10.38,4.46,225,60.31,10,1,2,0,2,31.85
10.96,4.92,63,81.2,10,1,0,0,0,37.04
2.46,7.21,84,77.7,11,1,1,0,4,13.83
4.09,5.68,96,96.45,2,1,2,4,2,50.39
4.96,6.5,202,77.04,10,1,1,1,3,59.57
6.5,1.8,314,93.4,6,4,0,0,2,62.68
3.38,6.91,176,54.97,5,1,0,2,3,50.71
10.73,6.87,280,60.45,10,2,2,2,1,46.46
3.49,6.55,225,82.85,6,4,1,0,1,60.23
1.46,5.02,194,85.0,6,1,1,1,3,66.81
12.55,3.97,130,49.86,10,0,1,3,0,30.17
1.9,8.31,278,28.21,1,4,0,3,3,38.98
0.83,0.7,44,64.83,11,2,0,3,4,16.06
10.1,6.46,292,53.47,2,3,0,0,2,22.68
12.62,4.37,130,72.05,7,4,2,4,3,6.71
10.54,0.92,200,76.53,5,1,2,2,0,4.51
8.41,8.5,329,8.28,0,3,0,2,3,39.99
6.41,2.56,63,79.45,9,4,0,0,3,36.18
2.96,4.79,306,90.82,6,3,2,4,1,52.27
3.1,5.06,59,68.11,10,1,1,4,4,1.22
2.25,4.47,93,22.85,5,0,1,4,3,21.89
13.0,6.2,13,80.73,14,4,0,0,0,44.96
4.29,8.71,139,45.82,12,4,1,4,2,10.55
1.27,8.58,46,8.05,6,4,1,3,1,61.72
9.66,2.92,349,78.98,13,0,2,1,2,33.24
3.54,8.75,283,79.76,13,3,0,3,0,65.35
5.55,6.72,216,10.47,11,2,0,2,0,30.02
9.1,0.06,69,50.45,10,3,2,1,4,16.53
8.42,7.41,75,18.27,2,3,0,4,1,66.45
11.37,0.62,303,99.66,11,3,2,0,3,11.91
5.9,1.81,168,1.11,8,4,2,4,3,69.59
2.43,4.47,125,79.76,1,3,1,4,2,33.06
11.74,3.03,203,55.44,8,3,2,2,1,3.42
11.09,2.17,307,10.18,10,4,0,1,0,18.53
10.36,4.14,300,64.12,5,2,2,3,3,31.24
9.49,7.97,140,0.02,4,4,1,2,4,52.49
12.99,4.35,230,67.76,10,0,0,1,1,67.01
8.98,7.16,254,69.12,6,4,2,3,3,26.47
4.98,4.07,249,69.04,7,0,1,3,3,14.96
5.54,2.78,328,32.43,12,4,0,4,1,19.95
2.57,0.83,49,21.98,3,4,2,1,3,45.68
1.18,5.55,323,32.58,12,1,0,2,3,59.57
10.1,0.06,292,81.49,9,0,2,4,2,41.33
0.7,7.47,304,87.24,7,4,2,0,4,10.13
9.49,9.28,89,23.63,4,3,2,2,4,16.38
0.83,2.21,76,74.66,5,0,0,3,4,49.56
0.8,1.73,192,4.4,10,2,2,1,0,15.68
4.34,9.89,279,65.99,0,1,2,3,0,27.07
11.41,0.46,146,44.61,10,3,2,4,3,20.27
12.79,8.71,178,0.03,4,4,1,0,3,34.73
4.53,8.87,305,11.34,9,2,1,3,4,7.19
7.33,4.4,345,90.02,9,3,0,0,1,16.62
11.02,9.09,188,43.8,0,1,1,2,0,51.47
8.21,5.35,335,90.58,12,3,1,1,2,12.4
1.44,8.04,333,62.0,13,0,1,4,0,38.06
2.18,4.79,260,65.58,2,2,0,4,3,42.87
3.89,9.28,13,65.62,6,2,2,3,1,6.53
0.86,1.87,157,95.67,2,2,1,1,2,16.34
4.94,3.2,256,17.09,2,3,0,1,3,40.16
7.04,8.88,152,99.81,5,3,1,2,2,9.12
11.4,9.48,328,7.53,4,4,2,0,0,65.51
1.32,3.4,146,31.47,5,3,2,4,2,59.87
6.31,6.05,238,71.45,6,1,1,2,1,32.25
3.11,9.42,293,7.42,12,0,0,3,2,51.63
1.17,6.83,105,82.48,14,3,1,4,3,28.78
0.54,1.88,20,39.05,14,0,0,2,0,28.92
6.85,0.3,290,95.5,3,2,2,4,1,31.55
3.77,6.25,161,36.11,3,4,2,4,1,27.89
7.1,5.02,107,58.87,6,0,0,2,4,4.03
9.32,2.47,103,53.47,1,4,0,2,0,6.06
3.95,9.7,327,20.02,6,3,1,4,2,46.25
6.14,1.86,283,95.51,7,4,0,0,0,28.38
10.24,9.38,54,5.43,5,2,1,4,3,44.56
13.45,0.93,186,68.48,1,2,1,2,4,25.83
8.5,6.45,29,15.38,3,2,2,3,0,65.62
10.77,6.07,158,60.62,7,3,2,4,0,54.07
3.07,7.05,260,9.26,3,2,1,4,3,21.32
1.61,5.64,79,37.33,7,2,2,0,0,9.59
4.88,5.95,37,21.51,5,0,1,1,4,9.8
10.79,2.19,44,51.77,3,4,0,0,1,22.15
12.17,1.41,266,37.44,7,3,0,3,1,21.93
